id,title,content,difficulty
447,surroundedRegions,"Given a 2D board containing 'X' and 'O', capture all regions surrounded by 'X'.
 A region is captured by flipping all 'O's into 'X's in that surrounded region.
 For example,
 X X X XX O O XX X O XX O X X
 After running your function, the board should be:
 X X X XX X X XX X X XX O X X",2
448,swapNodesInPairs,"Given a linked list, swap every two adjacent nodes and return its head.
 For example,Given 1->2->3->4, you should return the list as 2->1->4->3.
 Your algorithm should use only constant space. You may not modify the values in the list,only nodes itself can be changed.",1
449,symmetricTree,"Given a binary tree, check whether it is a mirror of itself (ie, symmetric around its center).
 For example, this binary tree is symmetric:
 1/ \2 2/ \ / \3 4 4 3
 But the following is not:
 1/ \2 2\ \3 3
 Note:Bonus points if you could solve it both recursively and iteratively.
 confused what ""{1,#,2,3}"" means? > read more on how binary tree is serialized on OJ.
 OJ's Binary Tree Serialization:
 The serialization of a binary tree follows a level order traversal, where '#' signifiesa path terminator where no node exists below.
 Here's an example:
 1/ \2 3/4\5
 The above binary tree is serialized as ""{1,2,3,#,#,4,#,#,5}"".",2
450,targetSum,"You are given a list of non-negative integers, a1, a2, ..., an, and a target, S.Now you have 2 symbols + and -. For each integer, you should choose one from + and -as its new symbol.
 Find out how many ways to assign symbols to make sum of integers equal to target S.
 For example, given array nums is [1, 1, 1, 1, 1], S is 3.
 There are 5 ways to assign symbols to make the sum of nums be target 3.
 -1+1+1+1+1 = 3+1-1+1+1+1 = 3+1+1-1+1+1 = 3+1+1+1-1+1 = 3+1+1+1+1-1 = 3",1
451,textJustification,"Given an array of words and a length L, format the text such that each line hasexactly L characters and is fully (left and right) justified.
 
 You should pack your words in a greedy approach; that is, pack as many words as you can in each line.Pad extra spaces ' ' when necessary so that each line has exactly L characters.
 Extra spaces between words should be distributed as evenly as possible.If the number of spaces on a line do not divide evenly between words,the empty slots on the left will be assigned more spaces than the slots on the right.
 For the last line of text, it should be left justified and no extra space is inserted between words.
 For example,words: [""This"", ""is"", ""an"", ""example"", ""of"", ""text"", ""justification.""]L: 16.
 Return the formatted lines as:
 [""This is an"",""example of text"",""justification. ""]
 Note: Each word is guaranteed not to exceed L in length.
 
 Corner Cases:
 A line other than the last line might contain only one word. What should you do in this case?In this case, that line should be left-justified.",2
452,TheSkylineProblem,"A city's skyline is the outer contour of the silhouette formed by all the buildingsin that city when viewed from a distance. Now suppose you are given the locations andheight of all the buildings as shown on a cityscape photo (Figure A), write a programto output the skyline formed by these buildings collectively (Figure B).
 ^ ^| || || +-----+ | O-----+| | | | | || | | | | || | +--+------+ | | O------+| | | | | | || +-+--+----+ | +------+ | O-+ | O------+| | | | | | | | | | || | | | | +-+--+ | | | | O--+ â€‰| | | | | | | | | | | || | | | | | | | | | | || | | | | | | | | | | || | | | | | | | | | | |+--+---------+----+---+----+----+---> +--+--------------O---+---------O--->
 https://leetcode.com/static/images/problemset/skyline1.jpghttps://leetcode.com/static/images/problemset/skyline2.jpg
 The geometric information of each building is represented by a triplet of integers [Li, Ri, Hi],where Li and Ri are the x coordinates of the left and right edge of the ith building, respectively,and Hi is its height. It is guaranteed that 0 â‰¤ Li, Ri â‰¤ INT_MAX, 0 , and Ri - Li > 0.You may assume all buildings are perfect rectangles grounded on an absolutely flat surface at height 0.
 For instance, the dimensions of all buildings in Figure A are recorded as:[ [2 9 10], [3 7 15], [5 12 12], [15 20 10], [19 24 8] ] .
 The output is a list of ""key points"" (red dots in Figure B) in the format of[ [x1,y1], [x2, y2], [x3, y3], ... ] that uniquely defines a skyline.A key point is the left endpoint of a horizontal line segment.
 Note that the last key point, where the rightmost building ends, is merely used to markthe termination of the skyline, and always has zero height. Also, the ground in betweenany two adjacent buildings should be considered part of the skyline contour.
 For instance, the skyline in Figure B should be represented as:[ [2 10], [3 15], [7 12], [12 0], [15 10], [20 8], [24, 0] ].
 Notes:
 - The number of buildings in any input list is guaranteed to be in the range [0, 10000].- The input list is already sorted in ascending order by the left x position Li.- The output list must be sorted by the x position.- There must be no consecutive horizontal lines of equal height in the output skyline.For instance, [...[2 3], [4 5], [7 5], [11 5], [12 7]...] is not acceptable;the three lines of height 5 should be merged into one in the final output as such:[...[2 3], [4 5], [12 7], ...]
 Credits: Special thanks to @stellari for adding this problem,creating these two awesome images and all test cases.",2
453,ThirdMaximumNumber,"Given a non-empty array of integers, return the third maximum number in this array.If it does not exist, return the maximum number. The time complexity must be in O(n).
 Example 1:
 Input: [3, 2, 1]
 Output: 1
 Explanation: The third maximum is 1.
 Example 2:
 Input: [1, 2]
 Output: 2
 Explanation: The third maximum does not exist, so the maximum (2) is returnedinstead.
 Example 3:
 Input: [2, 2, 3, 1]
 Output: 1
 Explanation: Note that the third maximum here means the third maximum distinctnumber.Both numbers with value 2 are both considered as second maximum.",1
454,ThousandSeparator,"Given an integer n, add a dot (""."") as the thousands separator and return it in string format.
 Example 1:
 Input: n = 987Output: ""987""
 Example 2:
 Input: n = 1234Output: ""1.234""
 Example 3:
 Input: n = 123456789Output: ""123.456.789""
 Example 4:
 Input: n = 0Output: ""0""
 Constraints:
 0 <= n < 2^31",1
455,ThreeConsecutiveOdds,"Given an integer array arr, return true if there are three consecutive odd numbers in the array.Otherwise, return false.
 Example 1:
 Input: arr = [2,6,4,1]Output: falseExplanation: There are no three consecutive odds.
 Example 2:
 Input: arr = [1,2,34,3,4,5,7,23,12]Output: trueExplanation: [5,7,23] are three consecutive odds.
 Constraints:
 1 <= arr.length <= 10001 <= arr[i] <= 1000",1
456,TimeBasedKeyValueStore,"Create a timebased key-value store class Timeap, that supports two operations.
 1. set(string key, string value, int timestamp)
 Stores the key and value, along with the given timestamp.
 2. get(string key, int timestamp)
 Returns a value such that set(key, value, timestamp_prev) was called previously, withtimestamp_prev <= timestamp.If there are multiple such values, it returns the one with the largest timestamp_prev.If there are no values, it returns the empty string ("""").
 Example 1:
 Input: inputs = [""Timeap"",""set"",""get"",""get"",""set"",""get"",""get""], inputs =[[],[""foo"",""bar"",1],[""foo"",1],[""foo"",3],[""foo"",""bar2"",4],[""foo"",4],[""foo"",5]]Output: [null,null,""bar"",""bar"",null,""bar2"",""bar2""]Explanation:Timeap kv;kv.set(""foo"", ""bar"", 1); // store the key ""foo"" and value ""bar"" along with timestamp = 1kv.get(""foo"", 1); // output ""bar""kv.get(""foo"", 3); // output ""bar"" since there is no value corresponding to foo at timestamp 3 andtimestamp 2, then the only value is at timestamp 1 ie ""bar""kv.set(""foo"", ""bar2"", 4);kv.get(""foo"", 4); // output ""bar2""kv.get(""foo"", 5); //output ""bar2""
 Example 2:
 Input: inputs = [""Timeap"",""set"",""set"",""get"",""get"",""get"",""get"",""get""], inputs =[[],[""love"",""high"",10],[""love"",""low"",20],[""love"",5],[""love"",10],[""love"",15],[""love"",20],[""love"",25]]Output: [null,null,null,"""",""high"",""high"",""low"",""low""]
 Note:
 All key/value strings are lowercase.All key/value strings have length in the range [1, 100]The timestamps for all Timeap.set operations are strictly increasing.1 <= timestamp <= 107Timeap.set and Timeap.get functions will be called a total of 120000 times (combined) pertest case.",1
457,TimeNeededToInformAllEmployees,"A company has n employees with a unique ID for each employee from 0 to n - 1.The head of the company has is the one with headID.
 Each employee has one direct manager given in the manager array where manager[i] isthe direct manager of the i-th employee, manager[headID] = -1. Also it's guaranteedthat the subordination relationships have a tree structure.
 The head of the company wants to inform all the employees of the company of an urgentpiece of news. He will inform his direct subordinates and they will inform theirsubordinates and so on until all employees know about the urgent news.
 The i-th employee needs informTime[i] minutes to inform all of his direct subordinates(i.e After informTime[i] minutes, all his direct subordinates can start spreading the news).
 Return the number of minutes needed to inform all the employees about the urgent news.
 Example:
 Given: n = 1, headID = 0, manager = [-1], informTime = [0]Return: 0
 Given: n = 7, headID = 6, manager = [1,2,3,4,5,6,-1], informTime = [0,6,5,4,3,2,1]Return: 21",1
458,topKFrequentElements,"Given a non-empty array of integers, return the k most frequent elements.
 For example,Given [1,1,1,2,2,3] and k = 2, return [1,2].
 Note:You may assume k is always valid, 1 â‰¤ k â‰¤ number of unique elements.Your algorithm's time complexity must be better than O(n log n), where n is thearray's size.",1
459,totalHammingDistance,"The Hamming distance between two integers is the number of positions at which thecorresponding bits are different.
 Now your job is to find the total Hamming distance between all pairs of the givennumbers.
 Example:Input: 4, 14, 2
 Output: 6
 Explanation: In binary representation, the 4 is 0100, 14 is 1110, and 2 is 0010 (justshowing the four bits relevant in this case). So the answer will be:HammingDistance(4, 14) + HammingDistance(4, 2) + HammingDistance(14, 2) = 2 + 2 + 2 = 6.
 Note:Elements of the given array are in the range of 0 to 10^9Length of the array will not exceed 10^4.",1
460,trappingRainWater,"Given n non-negative integers representing an elevation map where the width of each bar is 1,compute how much water it is able to trap after raining.
 For example,Given [0,1,0,2,1,0,1,3,2,1,2,1], return 6.
 ^|3 | +--+| | |2 | +--+xxxxxxxxx| +--+xx+--+| | |xxxxxxxxx| | |xx| |1 | +--+xxx| +--+xxx+--+ | +--+ +--+| | |xxx| | |xxx| | | | | | |0 +---+--+---+--+--+---+--+--+--+--+--+--+----->0 1 0 2 1 0 1 3 2 1 2 1
 The above elevation map is represented by array [0,1,0,2,1,0,1,3,2,1,2,1]. In this case,6 units of rain water (blue section) are being trapped. Thanks Marcos for contributing this image!",1
461,TreeOfCoprimes,"There is a tree (i.e., a connected, undirected graph that has no cycles) consisting of n nodesnumbered from 0 to n - 1 and exactly n - 1 edges. Each node has a value associated with it, and theroot of the tree is node 0.
 To represent this tree, you are given an integer array nums and a 2D array edges. Each nums[i]represents the i^th node's value, and each edges[j] = [uj, vj] represents an edge between nodes ujand vj in the tree.
 Two values x and y are coprime if gcd(x, y) == 1 where gcd(x, y) is the greatest common divisor ofx and y.
 An ancestor of a node i is any other node on the shortest path from node i to the root. A node isnot considered an ancestor of itself.
 Return an array ans of size n, where ans[i] is the closest ancestor to node i such that nums[i] andnums[ans[i]] are coprime, or -1 if there is no such ancestor.
 Example 1:
 Input: nums = [2,3,3,2], edges = [[0,1],[1,2],[1,3]]Output: [-1,0,0,1]Explanation: In the above figure, each node's value is in parentheses.- Node 0 has no coprime ancestors.- Node 1 has only one ancestor, node 0. Their values are coprime (gcd(2,3) == 1).- Node 2 has two ancestors, nodes 1 and 0. Node 1's value is not coprime (gcd(3,3) == 3), but node0'svalue is (gcd(2,3) == 1), so node 0 is the closest valid ancestor.- Node 3 has two ancestors, nodes 1 and 0. It is coprime with node 1 (gcd(3,2) == 1), so node 1 isitsclosest valid ancestor.
 Example 2:
 Input: nums = [5,6,10,2,3,6,15], edges = [[0,1],[0,2],[1,3],[1,4],[2,5],[2,6]]Output: [-1,0,-1,0,0,0,-1]
 Constraints:
 nums.length == n1 <= nums[i] <= 501 <= n <= 10^5edges.length == n - 1edges[j].length == 20 <= uj, vj < nuj != vj",2
